DIMENSION:14473,
14683.3333,87833.3333
14716.6667,87850
14716.6667,87850
14683.3333,87833.3333
14716.6667,87850
14716.6667,87850
14983.3333,87700
14766.6667,86950
14983.3333,87700
14016.6667,88533.3333
14316.6667,87916.6667
13483.3333,86983.3333
15816.6667,85166.6667
15650,86083.3333
14933.3333,86233.3333
14083.3333,86850
13866.6667,88316.6667
15650,86083.3333
14383.3333,88250
14600,87300
14200,88633.3333
14600,88583.3333
14550,87100
14383.3333,88250
14383.3333,88250
14716.6667,88600
14133.3333,88366.6667
13350,86833.3333
15116.6667,83300
15016.6667,83283.3333
14366.6667,88200
14250,87250
15150,87883.3333
14716.6667,88600
14733.3333,88600
14716.6667,88600
15533.3333,88150
15150,88100
14350,88633.3333
14350,88633.3333
16400,85900
13500,87400
13900,86783.3333
13550,86966.6667
13400,87316.6667
14033.3333,87716.6667
15666.6667,87833.3333
15500,87833.3333
15050,86833.3333
14883.3333,86750
14533.3333,87100
14033.3333,87716.6667
13916.6667,88200
13800,88350
13233.3333,87000
15700,87833.3333
13500,87400
15700,87833.3333
14716.6667,87016.6667
13500,87400
14666.6667,86383.3333
15216.6667,85566.6667
15000,85033.3333
15216.6667,85566.6667
14950,86766.6667
14766.6667,86566.6667
15116.6667,83300
14150,88650
14133.3333,88366.6667
14683.3333,88816.6667
14466.6667,88916.6667
14150,88650
15183.3333,84633.3333
15183.3333,84633.3333
13250,87616.6667
14033.3333,88466.6667
14516.6667,88850
13883.3333,87233.3333
14150,88433.3333
15000,88233.3333
14950,88233.3333
14733.3333,88916.6667
14150,87733.3333
14950,88233.3333
13966.6667,87300
13933.3333,86450
13750,87550
13583.3333,87050
13433.3333,87183.3333
13400,86800
13350,86883.3333
13750,87550
14000,88050
14466.6667,88916.6667
14216.6667,88416.6667
14350,88666.6667
14350,88666.6667
14133.3333,88416.6667
14350,88666.6667
14400,88733.3333
14400,88733.3333
14150,88650
14150,88650
14800,88450
14116.6667,88550
14016.6667,88533.3333
14116.6667,88550
14150,88650
15000,88683.3333
14483.3333,88800
14100,88633.3333
14333.3333,87916.6667
13766.6667,87466.6667
13766.6667,87466.6667
14750,88583.3333
15016.6667,88233.3333
15016.6667,87933.3333
14183.3333,88350
15050,86050
14616.6667,86900
14116.6667,87833.3333
14116.6667,87833.3333
15366.6667,87666.6667
14266.6667,86200
14216.6667,88816.6667
14133.3333,88416.6667
14100,88350
14083.3333,88700
14050,88600
14050,88266.6667
13950,87083.3333
13900,87133.3333
13866.6667,88300
13766.6667,87466.6667
13483.3333,86916.6667
13366.6667,86916.6667
13350,86833.3333
13266.6667,87033.3333
13900,87133.3333
15216.6667,86866.6667
15916.6667,85866.6667
15566.6667,87733.3333
15500,87716.6667
14533.3333,86816.6667
15416.6667,84433.3333
15433.3333,87016.6667
15916.6667,86150
14683.3333,86816.6667
14633.3333,88500
14233.3333,87066.6667
14050,86833.3333
13516.6667,87516.6667
14100,86933.3333
14466.6667,88633.3333
15033.3333,86900
14100,88533.3333
13833.3333,87533.3333
13583.3333,87516.6667
13216.6667,87016.6667
13216.6667,87000
14666.6667,88533.3333
14150,87700
13983.3333,88283.3333
14933.3333,87466.6667
14900,86250
14750,88766.6667
14466.6667,87850
14383.3333,87333.3333
14150,87700
14100,87150
14050,88250
13966.6667,87366.6667
13883.3333,88250
13850,87700
15150,88283.3333
15366.6667,87983.3333
15016.6667,88150
14933.3333,86400
14716.6667,87633.3333
14483.3333,87600
14250,87083.3333
14200,87100
15366.6667,87983.3333
15016.6667,88150
14933.3333,86400
14716.6667,87633.3333
14483.3333,87600
14250,87083.3333
13916.6667,87700
15900,85050
15166.6667,83483.3333
15100,87333.3333
15033.3333,87350
15050,84950
15200,88716.6667
16300,86583.3333
14400,88866.6667
14900,87950
15816.6667,86666.6667
13833.3333,86500
14216.6667,87900
13833.3333,86500
13933.3333,87350
13900,87300
14783.3333,88800
14483.3333,89066.6667
14150,87866.6667
13200,87000
13816.6667,87700
15100,88416.6667
14933.3333,88316.6667
14583.3333,88583.3333
15133.3333,87616.6667
15133.3333,87616.6667
14916.6667,89033.3333
14750,88083.3333
15716.6667,86883.3333
15716.6667,86883.3333
15516.6667,86216.6667
15516.6667,86216.6667
14116.6667,87833.3333
15354.4444,88635.5556
13766.6667,87600
15600,87233.3333
15083.3333,88783.3333
13583.3333,87616.6667
14833.3333,86166.6667
13800,86533.3333
14800,87800
16300,86633.3333
15700,86283.3333
14100,88733.3333
14716.6667,89050
16300,86633.3333
14316.6667,87050
14833.3333,87633.3333
14116.6667,88316.6667
13433.3333,87183.3333
14066.6667,87566.6667
13983.3333,87950
15000,87200
13316.6667,87583.3333
14883.3333,88233.3333
14816.6667,87000
13916.6667,86983.3333
13366.6667,87050
13116.6667,86983.3333
15633.3333,87050
15666.6667,87100
15666.6667,87116.6667
13350,86883.3333
16350,86433.3333
16350,86433.3333
14450,88616.6667
14533.3333,89083.3333
14450,88616.6667
15850,85583.3333
14566.6667,88616.6667
15633.3333,87816.6667
15700,85783.3333
15700,87666.6667
16283.3333,86616.6667
15033.3333,88833.3333
14066.6667,87983.3333
14016.6667,87966.6667
13850,88366.6667
14400,87400
15883.3333,84683.3333
15533.3333,86316.6667
15733.3333,87266.6667
15600,87250
15733.3333,87266.6667
15600,87250
15550,86283.3333
15183.3333,88400
15133.3333,88183.3333
15050,89016.6667
14733.3333,89150
14416.6667,86116.6667
14333.3333,86883.3333
14283.3333,88816.6667
14283.3333,87566.6667
14216.6667,87233.3333
14100,87783.3333
14083.3333,87183.3333
15483.3333,87866.6667
14066.6667,86950
16383.3333,86400
16383.3333,86400
15450,87683.3333
15416.6667,87850
15450,87700
15383.3333,87816.6667
15550,87716.6667
15616.6667,86383.3333
15416.6667,87983.3333
14716.6667,87533.3333
14533.3333,86850
15783.3333,85700
15150,88233.3333
15883.3333,86266.6667
15883.3333,85433.3333
15883.3333,86266.6667
14850,87900
15366.6667,88050
14133.3333,88333.3333
13500,87616.6667
13383.3333,87566.6667
15850,87700
14383.3333,87133.3333
14000,86400
15783.3333,84600
14133.3333,88333.3333
14316.6667,88683.3333
14216.6667,88050
14316.6667,88683.3333
14983.3333,88216.6667
14733.3333,88600
15050,86350
14983.3333,88216.6667
14733.3333,88600
14066.6667,87033.3333
13916.6667,87916.6667
13583.3333,87516.6667
13516.6667,87483.3333
15300,86533.3333
14716.6667,88816.6667
14666.6667,88516.6667
14150,88516.6667
13550,87250
14733.3333,87366.6667
15183.3333,88783.3333
15066.6667,87216.6667
14000,87566.6667
13850,87016.6667
13733.3333,87650
13816.6667,87700
14600,86200
13683.3333,86816.6667
15900,86233.3333
15716.6667,87200
15100,87200
15216.6667,86883.3333
14716.6667,88416.6667
13950,86350
13833.3333,86733.3333
13716.6667,87066.6667
14166.6667,86683.3333
13616.6667,87533.3333
14183.3333,88616.6667
14750,87066.6667
14750,87066.6667
13466.6667,87083.3333
14666.6667,87100
14350,88850
13750,87550
14733.3333,86100
14733.3333,86100
14133.3333,88550
14466.6667,87066.6667
14416.6667,87100
14550,87316.6667
14233.3333,88466.6667
15666.6667,86533.3333
13483.3333,87133.3333
15816.6667,86683.3333
13616.6667,86916.6667
15066.6667,86700
14383.3333,86766.6667
14116.6667,87900
13433.3333,87100
14466.6667,88683.3333
14500,87116.6667
13733.3333,87200
14350,87283.3333
14650,86866.6667
13833.3333,87300
13733.3333,87200
15050,88333.3333
14083.3333,87366.6667
16033.3333,85966.6667
14950,86616.6667
14650,86133.3333
13816.6667,87616.6667
14950,88450
14516.6667,87200
14266.6667,86883.3333
14200,87416.6667
14566.6667,88883.3333
15233.3333,86050
14000,87150
15233.3333,86050
14816.6667,86566.6667
15050,88250
14250,88783.3333
13483.3333,87666.6667
14700,88550
13966.6667,87383.3333
13966.6667,87300
13766.6667,87466.6667
13683.3333,86800
13550,86900
14116.6667,88666.6667
13483.3333,87616.6667
15200,88800
14883.3333,88800
14683.3333,88100
14716.6667,86316.6667
15300,87933.3333
15066.6667,86516.6667
14833.3333,86800
15150,87083.3333
15033.3333,88600
14966.6667,87433.3333
14716.6667,86316.6667
14666.6667,88066.6667
14583.3333,88600
14583.3333,86200
14383.3333,86750
14316.6667,88916.6667
14283.3333,86966.6667
14250,88783.3333
14150,87633.3333
14100,86433.3333
13966.6667,86866.6667
13950,87400
13850,87000
13800,87550
13766.6667,86933.3333
13300,86766.6667
14733.3333,87916.6667
14000,86850
15016.6667,88950
14816.6667,89133.3333
14283.3333,88033.3333
14033.3333,86366.6667
14016.6667,86616.6667
13383.3333,87016.6667
13333.3333,87133.3333
15500,88166.6667
15866.6667,86033.3333
15800,86550
15616.6667,87433.3333
15533.3333,86050
15500,88166.6667
15416.6667,87983.3333
15200,87350
15150,88133.3333
15066.6667,88333.3333
15033.3333,89016.6667
15033.3333,88033.3333
15016.6667,87850
15016.6667,87483.3333
15000,88000
14983.3333,88316.6667
14966.6667,89133.3333
14966.6667,88233.3333
14966.6667,87350
14916.6667,86633.3333
14883.3333,88850
14800,88783.3333
14800,87416.6667
14766.6667,86866.6667
14716.6667,87300
14700,88483.3333
14683.3333,88583.3333
14666.6667,88700
14600,88833.3333
14600,87900
14566.6667,87116.6667
14450,87950
14300,88500
14266.6667,88716.6667
14250,87050
14216.6667,88933.3333
14150,86750
14116.6667,87866.6667
14100,88766.6667
14100,88750
14050,88550
13950,88250
13866.6667,86600
13850,87666.6667
13816.6667,87183.3333
13766.6667,86833.3333
13750,87416.6667
13683.3333,87466.6667
13683.3333,87133.3333
13633.3333,87316.6667
13583.3333,87750
13583.3333,87100
13583.3333,86966.6667
13500,86833.3333
13466.6667,87700
13383.3333,87216.6667
13100,87000
15150,88416.6667
15400,88100
15516.6667,88050
15716.6667,86533.3333
15516.6667,88050
15083.3333,88366.6667
15066.6667,88333.3333
14916.6667,86350
14650,88966.6667
14200,88416.6667
14116.6667,87866.6667
14066.6667,88450
13666.6667,87050
13200,87050
13500,86833.3333
13466.6667,87000
14066.6667,86366.6667
15066.6667,88700
14600,87300
14066.6667,86366.6667
14016.6667,87033.3333
14066.6667,87933.3333
13850,86533.3333
14600,88233.3333
14400,87783.3333
14333.3333,88200
14066.6667,87933.3333
14000,87033.3333
13750,87666.6667
14116.6667,88583.3333
13533.3333,86933.3333
14333.3333,89016.6667
15983.3333,85150
14416.6667,89100
14333.3333,88650
13300,86950
13933.3333,88300
13600,87700
13483.3333,87633.3333
14983.3333,88900
14100,87666.6667
14050,88416.6667
14050,88116.6667
13816.6667,87300
14850,88833.3333
14483.3333,86366.6667
14633.3333,87750
14600,88250
13383.3333,86983.3333
13183.3333,87050
14850,85833.3333
14600,87300
13583.3333,87116.6667
15850,85216.6667
15266.6667,88083.3333
15166.6667,86200
15050,87650
14483.3333,88266.6667
14300,86533.3333
14383.3333,88716.6667
15150,86833.3333
15083.3333,86650
14650,87650
14050,86583.3333
14133.3333,88733.3333
13783.3333,88400
13650,87066.6667
13500,87533.3333
13616.6667,87066.6667
14733.3333,86250
13666.6667,87350
15900,85283.3333
15733.3333,86416.6667
15400,87066.6667
15383.3333,88183.3333
15266.6667,88033.3333
15500,86466.6667
15266.6667,86900
14966.6667,87450
13666.6667,87350
13800,87300
14816.6667,87500
13616.6667,87716.6667
13616.6667,87516.6667
14150,87066.6667
14133.3333,87150
14850,86350
13616.6667,87516.6667
15150,88283.3333
15166.6667,87333.3333
15100,88166.6667
15083.3333,86350
14916.6667,88716.6667
14916.6667,88450
14816.6667,87500
14750,87650
14416.6667,87250
14383.3333,87783.3333
13900,88316.6667
13866.6667,86833.3333
13783.3333,87266.6667
13783.3333,87250
13600,86916.6667
13583.3333,87050
13483.3333,87133.3333
13316.6667,87066.6667
13216.6667,86983.3333
15300,88516.6667
15083.3333,88700
13450,87516.6667
14633.3333,89133.3333
14916.6667,87216.6667
13366.6667,86833.3333
15766.6667,87433.3333
15766.6667,87433.3333
15100,88616.6667
15050,88333.3333
15016.6667,89083.3333
14916.6667,88816.6667
14866.6667,86950
14483.3333,88783.3333
13116.6667,87000
15850,87750
14666.6667,88950
13433.3333,86850
13150,87366.6667
14950,88933.3333
14150,88600
15316.6667,87900
15033.3333,86516.6667
14950,86400
14766.6667,86900
14133.3333,87950
13866.6667,86583.3333
13616.6667,87600
13450,87283.3333
13450,86950
13266.6667,87033.3333
14950,88933.3333
14666.6667,88850
14383.3333,88916.6667
13516.6667,87600
14966.6667,87050
13516.6667,87600
13533.3333,87133.3333
13533.3333,87133.3333
14516.6667,86766.6667
14750,88316.6667
14750,88083.3333
14566.6667,86933.3333
13916.6667,87300
14000,87233.3333
14883.3333,86333.3333
13916.6667,87300
13783.3333,87466.6667
13450,87116.6667
13900,87916.6667
13116.6667,87166.6667
14416.6667,87516.6667
15833.3333,87733.3333
15833.3333,87733.3333
15700,85983.3333
15683.3333,85250
15366.6667,87950
15350,86800
15083.3333,88266.6667
14966.6667,88000
14950,86783.3333
14933.3333,87983.3333
14883.3333,89166.6667
14833.3333,89083.3333
14600,86583.3333
14583.3333,87133.3333
13816.6667,87250
15033.3333,89000
15016.6667,89066.6667
15100,88416.6667
13816.6667,87233.3333
13600,87533.3333
14883.3333,87050
13700,87016.6667
13516.6667,86950
14683.3333,86816.6667
15550,86416.6667
15250,88300
15050,86833.3333
14983.3333,88500
14866.6667,86450
14716.6667,87166.6667
14316.6667,87966.6667
14266.6667,88166.6667
14066.6667,87066.6667
13866.6667,87666.6667
13866.6667,87216.6667
13816.6667,87233.3333
13816.6667,87100
13800,87316.6667
13716.6667,87333.3333
13716.6667,87150
13716.6667,87033.3333
13650,86933.3333
13616.6667,87383.3333
13583.3333,86983.3333
13550,87116.6667
13516.6667,86966.6667
13500,86933.3333
13400,86983.3333
13383.3333,87050
13366.6667,86883.3333
13316.6667,87033.3333
13216.6667,86966.6667
14833.3333,87316.6667
13266.6667,87033.3333
14266.6667,88166.6667
13716.6667,87150
13266.6667,87033.3333
13916.6667,86800
13900,87050
13633.3333,87650
15150,88283.3333
14233.3333,88183.3333
14033.3333,87866.6667
13900,86866.6667
13566.6667,87116.6667
13233.3333,87000
15316.6667,87366.6667
15033.3333,86416.6667
14900,88833.3333
14366.6667,88416.6667
13550,87100
14816.6667,89200
14916.6667,88333.3333
14850,86733.3333
13583.3333,87666.6667
14800,87283.3333
13366.6667,87350
14933.3333,86283.3333
14516.6667,87150
14416.6667,87533.3333
13716.6667,87400
13650,87383.3333
13650,86950
13600,87400
13583.3333,87233.3333
13583.3333,87016.6667
13583.3333,86950
13533.3333,87066.6667
13450,87100
13433.3333,87050
14600,86583.3333
13683.3333,87500
13566.6667,87133.3333
13416.6667,87066.6667
13616.6667,87650
14450,89066.6667
14450,87716.6667
13200,87083.3333
13950,86866.6667
13666.6667,87633.3333
15833.3333,85783.3333
15350,88283.3333
15183.3333,87366.6667
15083.3333,86350
15083.3333,86200
14983.3333,88300
14916.6667,87400
14916.6667,86400
14900,88483.3333
14833.3333,87800
14766.6667,87133.3333
14750,87483.3333
14716.6667,88716.6667
14683.3333,88600
14650,86750
14600,87200
14600,86250
14516.6667,87050
14450,88966.6667
14383.3333,87783.3333
14366.6667,88950
14350,88283.3333
14133.3333,88666.6667
14116.6667,88283.3333
14116.6667,86633.3333
14083.3333,88316.6667
14033.3333,87166.6667
13883.3333,86850
13733.3333,87650
13683.3333,87666.6667
13666.6667,87633.3333
13566.6667,87416.6667
13533.3333,87100
13450,87133.3333
13550,87350
14133.3333,88416.6667
14066.6667,87566.6667
13850,87316.6667
14283.3333,86783.3333
14083.3333,86866.6667
13966.6667,87333.3333
13933.3333,87500
15166.6667,88083.3333
14833.3333,87050
14516.6667,87216.6667
14316.6667,87350
14283.3333,86766.6667
14250,87433.3333
13866.6667,87233.3333
14250,87433.3333
15666.6667,87200
14333.3333,87850
14500,88466.6667
15233.3333,86050
14816.6667,86566.6667
14500,89266.6667
15050,88283.3333
14833.3333,88433.3333
14533.3333,88783.3333
14733.3333,88816.6667
14316.6667,88700
15050,88250
14766.6667,87033.3333
13433.3333,87000
15200,88800
14883.3333,89183.3333
14883.3333,88800
14816.6667,87450
15050,87233.3333
13766.6667,87466.6667
13733.3333,87483.3333
13416.6667,86733.3333
16483.3333,85916.6667
14750,87616.6667
14683.3333,89033.3333
14633.3333,87916.6667
14383.3333,87433.3333
14200,87833.3333
13600,87600
13483.3333,86900
15333.3333,88050
15750,87300
15416.6667,88333.3333
15150,87233.3333
15133.3333,88083.3333
14783.3333,88400
14616.6667,88916.6667
14483.3333,87616.6667
14216.6667,88800
14033.3333,88533.3333
13966.6667,87783.3333
13866.6667,87350
13833.3333,88400
13833.3333,88250
15050,89150
14366.6667,89066.6667
14550,88516.6667
14433.3333,89000
14650,89100
14900,89166.6667
14383.3333,87783.3333
14383.3333,87783.3333
15116.6667,87166.6667
15116.6667,87166.6667
13566.6667,87500
13500,86833.3333
15683.3333,87783.3333
15466.6667,88016.6667
15433.3333,87466.6667
15283.3333,88050
15166.6667,88533.3333
14883.3333,88050
14650,87916.6667
14650,86233.3333
14533.3333,87666.6667
14416.6667,89116.6667
14400,87783.3333
14116.6667,87066.6667
13983.3333,87833.3333
13916.6667,87216.6667
13700,86816.6667
15666.6667,86283.3333
15133.3333,87600
15216.6667,86050
15216.6667,87333.3333
15200,88150
15250,87450
14850,89216.6667
14566.6667,86716.6667
14716.6667,87616.6667
14866.6667,89200
14800,88800
15233.3333,88100
15216.6667,87316.6667
15216.6667,87016.6667
14883.3333,86683.3333
14833.3333,86450
14800,88233.3333
14716.6667,87016.6667
14550,89216.6667
14550,88866.6667
14433.3333,87950
14400,89233.3333
14083.3333,88633.3333
13500,87083.3333
14700,88500
13533.3333,87233.3333
14650,87933.3333
15033.3333,88883.3333
15816.6667,87833.3333
14466.6667,86366.6667
15416.6667,86583.3333
15416.6667,86583.3333
15266.6667,87333.3333
15216.6667,88650
15200,88800
15100,88083.3333
14950,88916.6667
14916.6667,89083.3333
14900,86683.3333
14816.6667,88766.6667
14800,87766.6667
14750,88966.6667
14666.6667,89100
14583.3333,87733.3333
14500,89033.3333
14416.6667,87050
14283.3333,88983.3333
14216.6667,87083.3333
14000,88383.3333
13833.3333,88383.3333
13516.6667,87433.3333
14633.3333,88550
13566.6667,86966.6667
14633.3333,88550
15350,87683.3333
15333.3333,87333.3333
15150,88283.3333
14933.3333,86666.6667
14916.6667,87316.6667
14850,87200
14816.6667,86316.6667
14750,88750
14733.3333,87050
14683.3333,87183.3333
14650,88650
14566.6667,87716.6667
14550,88550
14466.6667,88150
14400,88666.6667
14283.3333,86600
14266.6667,88483.3333
14266.6667,88333.3333
14216.6667,88916.6667
14183.3333,88716.6667
14166.6667,87100
14150,88450
14116.6667,88750
14033.3333,88283.3333
14016.6667,88600
13983.3333,87050
13966.6667,88216.6667
13916.6667,87300
13883.3333,86783.3333
13850,87000
13816.6667,86733.3333
13766.6667,87466.6667
13650,87083.3333
13633.3333,87550
13566.6667,86966.6667
13533.3333,87133.3333
13533.3333,86933.3333
13483.3333,87083.3333
13366.6667,86833.3333
14900,86166.6667
13883.3333,86683.3333
13583.3333,87100
13566.6667,87100
13550,86966.6667
13516.6667,86933.3333
13450,87183.3333
13366.6667,86833.3333
13400,86800
14500,89250
14566.6667,87650
15250,88083.3333
14966.6667,86366.6667
14950,87100
14833.3333,87600
14466.6667,86700
14166.6667,86716.6667
13950,86650
13933.3333,86883.3333
13633.3333,86966.6667
15016.6667,88850
14800,88600
14150,87783.3333
14050,88366.6667
14950,88583.3333
14750,89166.6667
14716.6667,88833.3333
14650,89100
14100,88450
14433.3333,88800
14600,89116.6667
15716.6667,87933.3333
14866.6667,87100
14766.6667,87133.3333
13933.3333,86833.3333
13766.6667,87283.3333
13316.6667,86966.6667
13783.3333,86950
15150,88766.6667
15100,86516.6667
14883.3333,88033.3333
14883.3333,86316.6667
14766.6667,88216.6667
14716.6667,86316.6667
14583.3333,87933.3333
14050,87950
14000,88283.3333
13916.6667,87016.6667
13900,87300
13816.6667,87133.3333
13783.3333,86950
13733.3333,87216.6667
13716.6667,87583.3333
13666.6667,87466.6667
